tweet_id,rating_numerator,rating_denominator,rating,favorite_count,retweet_count,day,month,year,name,dog_stage,image1_prediction,image2_prediction,image3_prediction,image1_confidence,image2_confidence,image3_confidence,img_num,image_link,tweet
871879754684805121,13,10,1.3,39090,11918,Tue ,Jun,2017,Lassie,Unnamed,Shetland_sheepdog,Collie,Pomeranian,0.969171,0.0182607,0.00851534,1,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w
871762521631449091,12,10,1.2,20787,3678,Mon ,Jun,2017,Rover,Pupper,Labrador_retriever,Golden_retriever,Bloodhound,0.921393,0.064608,0.00338337,2,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg
870656317836468226,13,10,1.3,12819,2817,Fri ,Jun,2017,Cody,Unnamed,Pembroke,Cardigan,Beagle,0.945495,0.0458755,0.00432943,4,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4"
870374049280663552,13,10,1.3,85011,27680,Thu ,Jun,2017,Zoey,Unnamed,Golden_retriever,Great_pyrenees,Labrador_retriever,0.841001,0.0992784,0.0326213,1,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm
870308999962521604,13,10,1.3,22453,4384,Thu ,Jun,2017,Rumble,Unnamed,Greater_swiss_mountain_dog,Appenzeller,Entlebucher,0.6227520000000001,0.15846300000000002,0.148115,2,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9"
869772420881756160,13,10,1.3,43710,10663,Wed ,May,2017,Dewey,Unnamed,Pembroke,Cardigan,Malamute,0.980148,0.0192711,0.00013626,1,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D"
869702957897576449,13,10,1.3,29116,6728,Tue ,May,2017,Stanley,Unnamed,Pembroke,Cardigan,Chihuahua,0.993449,0.00632508,0.000177598,1,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq
869227993411051520,13,10,1.3,21112,4023,Mon ,May,2017,Gizmo,Unnamed,Pembroke,Chihuahua,Cardigan,0.664181,0.169234,0.1327,1,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ
868552278524837888,12,10,1.2,10539,2240,Sat ,May,2017,Cooper,Unnamed,Whippet,Italian_greyhound,American_staffordshire_terrier,0.378151,0.275935,0.0949906,1,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi"
867774946302451713,13,10,1.3,35179,7788,Thu ,May,2017,Harold,Unnamed,Border_collie,Cardigan,Collie,0.661953,0.175718,0.0871424,2,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa
867421006826221569,12,10,1.2,16755,2697,Wed ,May,2017,Shikha,Puppo,Eskimo_dog,Siberian_husky,Malamute,0.6164569999999999,0.38133,0.00167022,1,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go
866686824827068416,12,10,1.2,20070,3727,Mon ,May,2017,Lili,Unnamed,Flat-coated_retriever,Groenendael,Curly-coated_retriever,0.51473,0.30640700000000004,0.0613141,1,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z
866450705531457537,13,10,1.3,106827,32883,Mon ,May,2017,Jamesy,Pupper,French_bulldog,Boston_bull,Pug,0.905334,0.0780597,0.00177092,2,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr"
866334964761202691,12,10,1.2,54720,15546,Sun ,May,2017,Coco,Unnamed,Samoyed,Pomeranian,Keeshond,0.984086,0.00791928,0.00332813,1,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c
865718153858494464,13,10,1.3,26640,6008,Fri ,May,2017,Boomer,Unnamed,Golden_retriever,Kuvasz,Labrador_retriever,0.673664,0.157523,0.126073,1,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg"
865359393868664832,13,10,1.3,27530,5384,Fri ,May,2017,Sammy,Unnamed,Chesapeake_bay_retriever,Labrador_retriever,Weimaraner,0.832435,0.163551,0.00277025,2,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc
865006731092295680,13,10,1.3,29063,8209,Thu ,May,2017,Nelly,Unnamed,Pembroke,Cardigan,Basenji,0.989882,0.00990646,0.000134952,1,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o
864279568663928832,12,10,1.2,15195,3266,Tue ,May,2017,Meatball,Unnamed,Bull_mastiff,French_bulldog,Staffordshire_bullterrier,0.668613,0.180562,0.0522374,1,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck
864197398364647424,13,10,1.3,31459,9616,Mon ,May,2017,Paisley,Unnamed,Golden_retriever,Labrador_retriever,Tibetan_mastiff,0.945905,0.0212636,0.0204928,4,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr
863553081350529029,13,10,1.3,15935,4489,Sun ,May,2017,Neptune,Unnamed,Eskimo_dog,Malamute,Siberian_husky,0.41333,0.347646,0.149536,1,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop
863432100342583297,12,10,1.2,24829,5664,Sat ,May,2017,Belle,Unnamed,Staffordshire_bullterrier,French_bulldog,Beagle,0.690517,0.10336,0.07948939999999999,1,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H
863062471531167744,13,10,1.3,8945,2687,Fri ,May,2017,Quinn,Unnamed,French_bulldog,Pug,Boxer,0.935804,0.0595762,0.00141218,2,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt"
862831371563274240,13,10,1.3,20011,5457,Fri ,May,2017,Zooey,Unnamed,Australian_terrier,Irish_terrier,German_shepherd,0.207281,0.156296,0.123536,2,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE"
862722525377298433,11,10,1.1,17779,3809,Thu ,May,2017,Dave,Unnamed,Basset,Beagle,Boxer,0.39333,0.24203400000000005,0.0776925,1,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2"
861383897657036800,13,10,1.3,37744,11528,Mon ,May,2017,Hobbes,Unnamed,Cardigan,Pembroke,French_bulldog,0.771008,0.137174,0.0633086,1,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1
